"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"10/12/2015 00:00:00 - 10/12/2015 01:00:00","BZN|CH","Without Sequence","49.23","",""
"10/12/2015 01:00:00 - 10/12/2015 02:00:00","BZN|CH","Without Sequence","46.88","",""
"10/12/2015 02:00:00 - 10/12/2015 03:00:00","BZN|CH","Without Sequence","43.62","",""
"10/12/2015 03:00:00 - 10/12/2015 04:00:00","BZN|CH","Without Sequence","43.01","",""
"10/12/2015 04:00:00 - 10/12/2015 05:00:00","BZN|CH","Without Sequence","42.81","",""
"10/12/2015 05:00:00 - 10/12/2015 06:00:00","BZN|CH","Without Sequence","47.55","",""
"10/12/2015 06:00:00 - 10/12/2015 07:00:00","BZN|CH","Without Sequence","57.87","",""
"10/12/2015 07:00:00 - 10/12/2015 08:00:00","BZN|CH","Without Sequence","63.85","",""
"10/12/2015 08:00:00 - 10/12/2015 09:00:00","BZN|CH","Without Sequence","64.94","",""
"10/12/2015 09:00:00 - 10/12/2015 10:00:00","BZN|CH","Without Sequence","64.92","",""
"10/12/2015 10:00:00 - 10/12/2015 11:00:00","BZN|CH","Without Sequence","64.80","",""
"10/12/2015 11:00:00 - 10/12/2015 12:00:00","BZN|CH","Without Sequence","63.76","",""
"10/12/2015 12:00:00 - 10/12/2015 13:00:00","BZN|CH","Without Sequence","60.85","",""
"10/12/2015 13:00:00 - 10/12/2015 14:00:00","BZN|CH","Without Sequence","61.17","",""
"10/12/2015 14:00:00 - 10/12/2015 15:00:00","BZN|CH","Without Sequence","64.95","",""
"10/12/2015 15:00:00 - 10/12/2015 16:00:00","BZN|CH","Without Sequence","64.89","",""
"10/12/2015 16:00:00 - 10/12/2015 17:00:00","BZN|CH","Without Sequence","64.57","",""
"10/12/2015 17:00:00 - 10/12/2015 18:00:00","BZN|CH","Without Sequence","67.59","",""
"10/12/2015 18:00:00 - 10/12/2015 19:00:00","BZN|CH","Without Sequence","67.94","",""
"10/12/2015 19:00:00 - 10/12/2015 20:00:00","BZN|CH","Without Sequence","66.11","",""
"10/12/2015 20:00:00 - 10/12/2015 21:00:00","BZN|CH","Without Sequence","62.31","",""
"10/12/2015 21:00:00 - 10/12/2015 22:00:00","BZN|CH","Without Sequence","61.14","",""
"10/12/2015 22:00:00 - 10/12/2015 23:00:00","BZN|CH","Without Sequence","59.08","",""
"10/12/2015 23:00:00 - 11/12/2015 00:00:00","BZN|CH","Without Sequence","51.73","",""
"11/12/2015 00:00:00 - 11/12/2015 01:00:00","BZN|CH","Without Sequence","46.10","",""
"11/12/2015 01:00:00 - 11/12/2015 02:00:00","BZN|CH","Without Sequence","42.89","",""
"11/12/2015 02:00:00 - 11/12/2015 03:00:00","BZN|CH","Without Sequence","40.95","",""
"11/12/2015 03:00:00 - 11/12/2015 04:00:00","BZN|CH","Without Sequence","40.87","",""
"11/12/2015 04:00:00 - 11/12/2015 05:00:00","BZN|CH","Without Sequence","39.61","",""
"11/12/2015 05:00:00 - 11/12/2015 06:00:00","BZN|CH","Without Sequence","43.59","",""
"11/12/2015 06:00:00 - 11/12/2015 07:00:00","BZN|CH","Without Sequence","56.98","",""
"11/12/2015 07:00:00 - 11/12/2015 08:00:00","BZN|CH","Without Sequence","68.43","",""
"11/12/2015 08:00:00 - 11/12/2015 09:00:00","BZN|CH","Without Sequence","68.47","",""
"11/12/2015 09:00:00 - 11/12/2015 10:00:00","BZN|CH","Without Sequence","66.92","",""
"11/12/2015 10:00:00 - 11/12/2015 11:00:00","BZN|CH","Without Sequence","67.80","",""
"11/12/2015 11:00:00 - 11/12/2015 12:00:00","BZN|CH","Without Sequence","67.93","",""
"11/12/2015 12:00:00 - 11/12/2015 13:00:00","BZN|CH","Without Sequence","62.49","",""
"11/12/2015 13:00:00 - 11/12/2015 14:00:00","BZN|CH","Without Sequence","62.51","",""
"11/12/2015 14:00:00 - 11/12/2015 15:00:00","BZN|CH","Without Sequence","66.47","",""
"11/12/2015 15:00:00 - 11/12/2015 16:00:00","BZN|CH","Without Sequence","68.05","",""
"11/12/2015 16:00:00 - 11/12/2015 17:00:00","BZN|CH","Without Sequence","67.00","",""
"11/12/2015 17:00:00 - 11/12/2015 18:00:00","BZN|CH","Without Sequence","63.61","",""
"11/12/2015 18:00:00 - 11/12/2015 19:00:00","BZN|CH","Without Sequence","63.99","",""
"11/12/2015 19:00:00 - 11/12/2015 20:00:00","BZN|CH","Without Sequence","64.27","",""
"11/12/2015 20:00:00 - 11/12/2015 21:00:00","BZN|CH","Without Sequence","62.88","",""
"11/12/2015 21:00:00 - 11/12/2015 22:00:00","BZN|CH","Without Sequence","60.58","",""
"11/12/2015 22:00:00 - 11/12/2015 23:00:00","BZN|CH","Without Sequence","55.32","",""
"11/12/2015 23:00:00 - 12/12/2015 00:00:00","BZN|CH","Without Sequence","48.96","",""
"12/12/2015 00:00:00 - 12/12/2015 01:00:00","BZN|CH","Without Sequence","50.01","",""
"12/12/2015 01:00:00 - 12/12/2015 02:00:00","BZN|CH","Without Sequence","45.27","",""
"12/12/2015 02:00:00 - 12/12/2015 03:00:00","BZN|CH","Without Sequence","43.39","",""
"12/12/2015 03:00:00 - 12/12/2015 04:00:00","BZN|CH","Without Sequence","42.48","",""
"12/12/2015 04:00:00 - 12/12/2015 05:00:00","BZN|CH","Without Sequence","41.74","",""
"12/12/2015 05:00:00 - 12/12/2015 06:00:00","BZN|CH","Without Sequence","44.07","",""
"12/12/2015 06:00:00 - 12/12/2015 07:00:00","BZN|CH","Without Sequence","52.94","",""
"12/12/2015 07:00:00 - 12/12/2015 08:00:00","BZN|CH","Without Sequence","62.46","",""
"12/12/2015 08:00:00 - 12/12/2015 09:00:00","BZN|CH","Without Sequence","65.08","",""
"12/12/2015 09:00:00 - 12/12/2015 10:00:00","BZN|CH","Without Sequence","65.31","",""
"12/12/2015 10:00:00 - 12/12/2015 11:00:00","BZN|CH","Without Sequence","63.36","",""
"12/12/2015 11:00:00 - 12/12/2015 12:00:00","BZN|CH","Without Sequence","60.32","",""
"12/12/2015 12:00:00 - 12/12/2015 13:00:00","BZN|CH","Without Sequence","55.78","",""
"12/12/2015 13:00:00 - 12/12/2015 14:00:00","BZN|CH","Without Sequence","55.09","",""
"12/12/2015 14:00:00 - 12/12/2015 15:00:00","BZN|CH","Without Sequence","56.92","",""
"12/12/2015 15:00:00 - 12/12/2015 16:00:00","BZN|CH","Without Sequence","60.82","",""
"12/12/2015 16:00:00 - 12/12/2015 17:00:00","BZN|CH","Without Sequence","64.95","",""
"12/12/2015 17:00:00 - 12/12/2015 18:00:00","BZN|CH","Without Sequence","66.38","",""
"12/12/2015 18:00:00 - 12/12/2015 19:00:00","BZN|CH","Without Sequence","66.40","",""
"12/12/2015 19:00:00 - 12/12/2015 20:00:00","BZN|CH","Without Sequence","66.34","",""
"12/12/2015 20:00:00 - 12/12/2015 21:00:00","BZN|CH","Without Sequence","64.32","",""
"12/12/2015 21:00:00 - 12/12/2015 22:00:00","BZN|CH","Without Sequence","58.04","",""
"12/12/2015 22:00:00 - 12/12/2015 23:00:00","BZN|CH","Without Sequence","54.06","",""
"12/12/2015 23:00:00 - 13/12/2015 00:00:00","BZN|CH","Without Sequence","50.02","",""
"13/12/2015 00:00:00 - 13/12/2015 01:00:00","BZN|CH","Without Sequence","46.57","",""
"13/12/2015 01:00:00 - 13/12/2015 02:00:00","BZN|CH","Without Sequence","43.42","",""
"13/12/2015 02:00:00 - 13/12/2015 03:00:00","BZN|CH","Without Sequence","40.99","",""
"13/12/2015 03:00:00 - 13/12/2015 04:00:00","BZN|CH","Without Sequence","39.45","",""
"13/12/2015 04:00:00 - 13/12/2015 05:00:00","BZN|CH","Without Sequence","38.75","",""
"13/12/2015 05:00:00 - 13/12/2015 06:00:00","BZN|CH","Without Sequence","39.50","",""
"13/12/2015 06:00:00 - 13/12/2015 07:00:00","BZN|CH","Without Sequence","41.40","",""
"13/12/2015 07:00:00 - 13/12/2015 08:00:00","BZN|CH","Without Sequence","44.96","",""
"13/12/2015 08:00:00 - 13/12/2015 09:00:00","BZN|CH","Without Sequence","46.95","",""
"13/12/2015 09:00:00 - 13/12/2015 10:00:00","BZN|CH","Without Sequence","47.76","",""
"13/12/2015 10:00:00 - 13/12/2015 11:00:00","BZN|CH","Without Sequence","45.96","",""
"13/12/2015 11:00:00 - 13/12/2015 12:00:00","BZN|CH","Without Sequence","45.25","",""
"13/12/2015 12:00:00 - 13/12/2015 13:00:00","BZN|CH","Without Sequence","45.44","",""
"13/12/2015 13:00:00 - 13/12/2015 14:00:00","BZN|CH","Without Sequence","44.84","",""
"13/12/2015 14:00:00 - 13/12/2015 15:00:00","BZN|CH","Without Sequence","45.12","",""
"13/12/2015 15:00:00 - 13/12/2015 16:00:00","BZN|CH","Without Sequence","49.16","",""
"13/12/2015 16:00:00 - 13/12/2015 17:00:00","BZN|CH","Without Sequence","59.05","",""
"13/12/2015 17:00:00 - 13/12/2015 18:00:00","BZN|CH","Without Sequence","66.33","",""
"13/12/2015 18:00:00 - 13/12/2015 19:00:00","BZN|CH","Without Sequence","66.32","",""
"13/12/2015 19:00:00 - 13/12/2015 20:00:00","BZN|CH","Without Sequence","65.94","",""
"13/12/2015 20:00:00 - 13/12/2015 21:00:00","BZN|CH","Without Sequence","65.00","",""
"13/12/2015 21:00:00 - 13/12/2015 22:00:00","BZN|CH","Without Sequence","63.46","",""
"13/12/2015 22:00:00 - 13/12/2015 23:00:00","BZN|CH","Without Sequence","51.93","",""
"13/12/2015 23:00:00 - 14/12/2015 00:00:00","BZN|CH","Without Sequence","46.90","",""
"14/12/2015 00:00:00 - 14/12/2015 01:00:00","BZN|CH","Without Sequence","45.53","",""
"14/12/2015 01:00:00 - 14/12/2015 02:00:00","BZN|CH","Without Sequence","42.12","",""
"14/12/2015 02:00:00 - 14/12/2015 03:00:00","BZN|CH","Without Sequence","41.24","",""
"14/12/2015 03:00:00 - 14/12/2015 04:00:00","BZN|CH","Without Sequence","40.29","",""
"14/12/2015 04:00:00 - 14/12/2015 05:00:00","BZN|CH","Without Sequence","37.72","",""
"14/12/2015 05:00:00 - 14/12/2015 06:00:00","BZN|CH","Without Sequence","43.44","",""
"14/12/2015 06:00:00 - 14/12/2015 07:00:00","BZN|CH","Without Sequence","54.99","",""
"14/12/2015 07:00:00 - 14/12/2015 08:00:00","BZN|CH","Without Sequence","66.89","",""
"14/12/2015 08:00:00 - 14/12/2015 09:00:00","BZN|CH","Without Sequence","68.90","",""
"14/12/2015 09:00:00 - 14/12/2015 10:00:00","BZN|CH","Without Sequence","68.95","",""
"14/12/2015 10:00:00 - 14/12/2015 11:00:00","BZN|CH","Without Sequence","68.35","",""
"14/12/2015 11:00:00 - 14/12/2015 12:00:00","BZN|CH","Without Sequence","67.44","",""
"14/12/2015 12:00:00 - 14/12/2015 13:00:00","BZN|CH","Without Sequence","64.06","",""
"14/12/2015 13:00:00 - 14/12/2015 14:00:00","BZN|CH","Without Sequence","65.01","",""
"14/12/2015 14:00:00 - 14/12/2015 15:00:00","BZN|CH","Without Sequence","67.98","",""
"14/12/2015 15:00:00 - 14/12/2015 16:00:00","BZN|CH","Without Sequence","68.94","",""
"14/12/2015 16:00:00 - 14/12/2015 17:00:00","BZN|CH","Without Sequence","69.49","",""
"14/12/2015 17:00:00 - 14/12/2015 18:00:00","BZN|CH","Without Sequence","68.93","",""
"14/12/2015 18:00:00 - 14/12/2015 19:00:00","BZN|CH","Without Sequence","68.93","",""
"14/12/2015 19:00:00 - 14/12/2015 20:00:00","BZN|CH","Without Sequence","68.01","",""
"14/12/2015 20:00:00 - 14/12/2015 21:00:00","BZN|CH","Without Sequence","65.09","",""
"14/12/2015 21:00:00 - 14/12/2015 22:00:00","BZN|CH","Without Sequence","65.00","",""
"14/12/2015 22:00:00 - 14/12/2015 23:00:00","BZN|CH","Without Sequence","62.97","",""
"14/12/2015 23:00:00 - 15/12/2015 00:00:00","BZN|CH","Without Sequence","56.56","",""
"15/12/2015 00:00:00 - 15/12/2015 01:00:00","BZN|CH","Without Sequence","46.81","",""
"15/12/2015 01:00:00 - 15/12/2015 02:00:00","BZN|CH","Without Sequence","44.94","",""
"15/12/2015 02:00:00 - 15/12/2015 03:00:00","BZN|CH","Without Sequence","41.60","",""
"15/12/2015 03:00:00 - 15/12/2015 04:00:00","BZN|CH","Without Sequence","40.98","",""
"15/12/2015 04:00:00 - 15/12/2015 05:00:00","BZN|CH","Without Sequence","40.92","",""
"15/12/2015 05:00:00 - 15/12/2015 06:00:00","BZN|CH","Without Sequence","45.98","",""
"15/12/2015 06:00:00 - 15/12/2015 07:00:00","BZN|CH","Without Sequence","59.11","",""
"15/12/2015 07:00:00 - 15/12/2015 08:00:00","BZN|CH","Without Sequence","68.98","",""
"15/12/2015 08:00:00 - 15/12/2015 09:00:00","BZN|CH","Without Sequence","71.71","",""
"15/12/2015 09:00:00 - 15/12/2015 10:00:00","BZN|CH","Without Sequence","71.28","",""
"15/12/2015 10:00:00 - 15/12/2015 11:00:00","BZN|CH","Without Sequence","71.26","",""
"15/12/2015 11:00:00 - 15/12/2015 12:00:00","BZN|CH","Without Sequence","71.42","",""
"15/12/2015 12:00:00 - 15/12/2015 13:00:00","BZN|CH","Without Sequence","66.41","",""
"15/12/2015 13:00:00 - 15/12/2015 14:00:00","BZN|CH","Without Sequence","67.09","",""
"15/12/2015 14:00:00 - 15/12/2015 15:00:00","BZN|CH","Without Sequence","69.04","",""
"15/12/2015 15:00:00 - 15/12/2015 16:00:00","BZN|CH","Without Sequence","71.05","",""
"15/12/2015 16:00:00 - 15/12/2015 17:00:00","BZN|CH","Without Sequence","71.00","",""
"15/12/2015 17:00:00 - 15/12/2015 18:00:00","BZN|CH","Without Sequence","69.57","",""
"15/12/2015 18:00:00 - 15/12/2015 19:00:00","BZN|CH","Without Sequence","69.60","",""
"15/12/2015 19:00:00 - 15/12/2015 20:00:00","BZN|CH","Without Sequence","69.00","",""
"15/12/2015 20:00:00 - 15/12/2015 21:00:00","BZN|CH","Without Sequence","68.04","",""
"15/12/2015 21:00:00 - 15/12/2015 22:00:00","BZN|CH","Without Sequence","67.46","",""
"15/12/2015 22:00:00 - 15/12/2015 23:00:00","BZN|CH","Without Sequence","62.28","",""
"15/12/2015 23:00:00 - 16/12/2015 00:00:00","BZN|CH","Without Sequence","53.86","",""
"16/12/2015 00:00:00 - 16/12/2015 01:00:00","BZN|CH","Without Sequence","48.07","",""
"16/12/2015 01:00:00 - 16/12/2015 02:00:00","BZN|CH","Without Sequence","45.29","",""
"16/12/2015 02:00:00 - 16/12/2015 03:00:00","BZN|CH","Without Sequence","43.55","",""
"16/12/2015 03:00:00 - 16/12/2015 04:00:00","BZN|CH","Without Sequence","43.60","",""
"16/12/2015 04:00:00 - 16/12/2015 05:00:00","BZN|CH","Without Sequence","42.39","",""
"16/12/2015 05:00:00 - 16/12/2015 06:00:00","BZN|CH","Without Sequence","47.92","",""
"16/12/2015 06:00:00 - 16/12/2015 07:00:00","BZN|CH","Without Sequence","66.07","",""
"16/12/2015 07:00:00 - 16/12/2015 08:00:00","BZN|CH","Without Sequence","74.04","",""
"16/12/2015 08:00:00 - 16/12/2015 09:00:00","BZN|CH","Without Sequence","73.20","",""
"16/12/2015 09:00:00 - 16/12/2015 10:00:00","BZN|CH","Without Sequence","72.19","",""
"16/12/2015 10:00:00 - 16/12/2015 11:00:00","BZN|CH","Without Sequence","72.96","",""
"16/12/2015 11:00:00 - 16/12/2015 12:00:00","BZN|CH","Without Sequence","70.41","",""
"16/12/2015 12:00:00 - 16/12/2015 13:00:00","BZN|CH","Without Sequence","70.25","",""
"16/12/2015 13:00:00 - 16/12/2015 14:00:00","BZN|CH","Without Sequence","70.04","",""
"16/12/2015 14:00:00 - 16/12/2015 15:00:00","BZN|CH","Without Sequence","74.09","",""
"16/12/2015 15:00:00 - 16/12/2015 16:00:00","BZN|CH","Without Sequence","73.97","",""
"16/12/2015 16:00:00 - 16/12/2015 17:00:00","BZN|CH","Without Sequence","71.88","",""
"16/12/2015 17:00:00 - 16/12/2015 18:00:00","BZN|CH","Without Sequence","72.16","",""
"16/12/2015 18:00:00 - 16/12/2015 19:00:00","BZN|CH","Without Sequence","72.40","",""
"16/12/2015 19:00:00 - 16/12/2015 20:00:00","BZN|CH","Without Sequence","71.94","",""
"16/12/2015 20:00:00 - 16/12/2015 21:00:00","BZN|CH","Without Sequence","69.91","",""
"16/12/2015 21:00:00 - 16/12/2015 22:00:00","BZN|CH","Without Sequence","69.42","",""
"16/12/2015 22:00:00 - 16/12/2015 23:00:00","BZN|CH","Without Sequence","68.24","",""
"16/12/2015 23:00:00 - 17/12/2015 00:00:00","BZN|CH","Without Sequence","64.93","",""
"17/12/2015 00:00:00 - 17/12/2015 01:00:00","BZN|CH","Without Sequence","52.43","",""
"17/12/2015 01:00:00 - 17/12/2015 02:00:00","BZN|CH","Without Sequence","46.00","",""
"17/12/2015 02:00:00 - 17/12/2015 03:00:00","BZN|CH","Without Sequence","43.07","",""
"17/12/2015 03:00:00 - 17/12/2015 04:00:00","BZN|CH","Without Sequence","41.81","",""
"17/12/2015 04:00:00 - 17/12/2015 05:00:00","BZN|CH","Without Sequence","42.36","",""
"17/12/2015 05:00:00 - 17/12/2015 06:00:00","BZN|CH","Without Sequence","49.92","",""
"17/12/2015 06:00:00 - 17/12/2015 07:00:00","BZN|CH","Without Sequence","70.97","",""
"17/12/2015 07:00:00 - 17/12/2015 08:00:00","BZN|CH","Without Sequence","72.49","",""
"17/12/2015 08:00:00 - 17/12/2015 09:00:00","BZN|CH","Without Sequence","74.03","",""
"17/12/2015 09:00:00 - 17/12/2015 10:00:00","BZN|CH","Without Sequence","74.01","",""
"17/12/2015 10:00:00 - 17/12/2015 11:00:00","BZN|CH","Without Sequence","73.78","",""
"17/12/2015 11:00:00 - 17/12/2015 12:00:00","BZN|CH","Without Sequence","73.99","",""
"17/12/2015 12:00:00 - 17/12/2015 13:00:00","BZN|CH","Without Sequence","66.52","",""
"17/12/2015 13:00:00 - 17/12/2015 14:00:00","BZN|CH","Without Sequence","66.50","",""
"17/12/2015 14:00:00 - 17/12/2015 15:00:00","BZN|CH","Without Sequence","70.72","",""
"17/12/2015 15:00:00 - 17/12/2015 16:00:00","BZN|CH","Without Sequence","73.45","",""
"17/12/2015 16:00:00 - 17/12/2015 17:00:00","BZN|CH","Without Sequence","74.05","",""
"17/12/2015 17:00:00 - 17/12/2015 18:00:00","BZN|CH","Without Sequence","74.08","",""
"17/12/2015 18:00:00 - 17/12/2015 19:00:00","BZN|CH","Without Sequence","74.00","",""
"17/12/2015 19:00:00 - 17/12/2015 20:00:00","BZN|CH","Without Sequence","73.30","",""
"17/12/2015 20:00:00 - 17/12/2015 21:00:00","BZN|CH","Without Sequence","72.67","",""
"17/12/2015 21:00:00 - 17/12/2015 22:00:00","BZN|CH","Without Sequence","71.92","",""
"17/12/2015 22:00:00 - 17/12/2015 23:00:00","BZN|CH","Without Sequence","70.43","",""
"17/12/2015 23:00:00 - 18/12/2015 00:00:00","BZN|CH","Without Sequence","67.05","",""
"18/12/2015 00:00:00 - 18/12/2015 01:00:00","BZN|CH","Without Sequence","49.41","",""
"18/12/2015 01:00:00 - 18/12/2015 02:00:00","BZN|CH","Without Sequence","42.95","",""
"18/12/2015 02:00:00 - 18/12/2015 03:00:00","BZN|CH","Without Sequence","41.25","",""
"18/12/2015 03:00:00 - 18/12/2015 04:00:00","BZN|CH","Without Sequence","40.60","",""
"18/12/2015 04:00:00 - 18/12/2015 05:00:00","BZN|CH","Without Sequence","40.51","",""
"18/12/2015 05:00:00 - 18/12/2015 06:00:00","BZN|CH","Without Sequence","44.93","",""
"18/12/2015 06:00:00 - 18/12/2015 07:00:00","BZN|CH","Without Sequence","68.93","",""
"18/12/2015 07:00:00 - 18/12/2015 08:00:00","BZN|CH","Without Sequence","71.93","",""
"18/12/2015 08:00:00 - 18/12/2015 09:00:00","BZN|CH","Without Sequence","72.43","",""
"18/12/2015 09:00:00 - 18/12/2015 10:00:00","BZN|CH","Without Sequence","71.94","",""
"18/12/2015 10:00:00 - 18/12/2015 11:00:00","BZN|CH","Without Sequence","70.91","",""
"18/12/2015 11:00:00 - 18/12/2015 12:00:00","BZN|CH","Without Sequence","69.08","",""
"18/12/2015 12:00:00 - 18/12/2015 13:00:00","BZN|CH","Without Sequence","62.74","",""
"18/12/2015 13:00:00 - 18/12/2015 14:00:00","BZN|CH","Without Sequence","63.21","",""
"18/12/2015 14:00:00 - 18/12/2015 15:00:00","BZN|CH","Without Sequence","67.02","",""
"18/12/2015 15:00:00 - 18/12/2015 16:00:00","BZN|CH","Without Sequence","70.50","",""
"18/12/2015 16:00:00 - 18/12/2015 17:00:00","BZN|CH","Without Sequence","71.10","",""
"18/12/2015 17:00:00 - 18/12/2015 18:00:00","BZN|CH","Without Sequence","71.61","",""
"18/12/2015 18:00:00 - 18/12/2015 19:00:00","BZN|CH","Without Sequence","71.09","",""
"18/12/2015 19:00:00 - 18/12/2015 20:00:00","BZN|CH","Without Sequence","70.96","",""
"18/12/2015 20:00:00 - 18/12/2015 21:00:00","BZN|CH","Without Sequence","70.94","",""
"18/12/2015 21:00:00 - 18/12/2015 22:00:00","BZN|CH","Without Sequence","70.45","",""
"18/12/2015 22:00:00 - 18/12/2015 23:00:00","BZN|CH","Without Sequence","66.95","",""
"18/12/2015 23:00:00 - 19/12/2015 00:00:00","BZN|CH","Without Sequence","59.41","",""
"19/12/2015 00:00:00 - 19/12/2015 01:00:00","BZN|CH","Without Sequence","49.59","",""
"19/12/2015 01:00:00 - 19/12/2015 02:00:00","BZN|CH","Without Sequence","45.42","",""
"19/12/2015 02:00:00 - 19/12/2015 03:00:00","BZN|CH","Without Sequence","44.29","",""
"19/12/2015 03:00:00 - 19/12/2015 04:00:00","BZN|CH","Without Sequence","42.86","",""
"19/12/2015 04:00:00 - 19/12/2015 05:00:00","BZN|CH","Without Sequence","40.66","",""
"19/12/2015 05:00:00 - 19/12/2015 06:00:00","BZN|CH","Without Sequence","42.80","",""
"19/12/2015 06:00:00 - 19/12/2015 07:00:00","BZN|CH","Without Sequence","50.01","",""
"19/12/2015 07:00:00 - 19/12/2015 08:00:00","BZN|CH","Without Sequence","59.56","",""
"19/12/2015 08:00:00 - 19/12/2015 09:00:00","BZN|CH","Without Sequence","65.91","",""
"19/12/2015 09:00:00 - 19/12/2015 10:00:00","BZN|CH","Without Sequence","66.30","",""
"19/12/2015 10:00:00 - 19/12/2015 11:00:00","BZN|CH","Without Sequence","65.04","",""
"19/12/2015 11:00:00 - 19/12/2015 12:00:00","BZN|CH","Without Sequence","61.02","",""
"19/12/2015 12:00:00 - 19/12/2015 13:00:00","BZN|CH","Without Sequence","51.88","",""
"19/12/2015 13:00:00 - 19/12/2015 14:00:00","BZN|CH","Without Sequence","50.05","",""
"19/12/2015 14:00:00 - 19/12/2015 15:00:00","BZN|CH","Without Sequence","51.43","",""
"19/12/2015 15:00:00 - 19/12/2015 16:00:00","BZN|CH","Without Sequence","56.04","",""
"19/12/2015 16:00:00 - 19/12/2015 17:00:00","BZN|CH","Without Sequence","63.02","",""
"19/12/2015 17:00:00 - 19/12/2015 18:00:00","BZN|CH","Without Sequence","68.95","",""
"19/12/2015 18:00:00 - 19/12/2015 19:00:00","BZN|CH","Without Sequence","68.97","",""
"19/12/2015 19:00:00 - 19/12/2015 20:00:00","BZN|CH","Without Sequence","67.94","",""
"19/12/2015 20:00:00 - 19/12/2015 21:00:00","BZN|CH","Without Sequence","65.01","",""
"19/12/2015 21:00:00 - 19/12/2015 22:00:00","BZN|CH","Without Sequence","62.75","",""
"19/12/2015 22:00:00 - 19/12/2015 23:00:00","BZN|CH","Without Sequence","54.02","",""
"19/12/2015 23:00:00 - 20/12/2015 00:00:00","BZN|CH","Without Sequence","48.66","",""
"20/12/2015 00:00:00 - 20/12/2015 01:00:00","BZN|CH","Without Sequence","45.74","",""
"20/12/2015 01:00:00 - 20/12/2015 02:00:00","BZN|CH","Without Sequence","42.08","",""
"20/12/2015 02:00:00 - 20/12/2015 03:00:00","BZN|CH","Without Sequence","38.91","",""
"20/12/2015 03:00:00 - 20/12/2015 04:00:00","BZN|CH","Without Sequence","36.77","",""
"20/12/2015 04:00:00 - 20/12/2015 05:00:00","BZN|CH","Without Sequence","34.67","",""
"20/12/2015 05:00:00 - 20/12/2015 06:00:00","BZN|CH","Without Sequence","37.51","",""
"20/12/2015 06:00:00 - 20/12/2015 07:00:00","BZN|CH","Without Sequence","36.98","",""
"20/12/2015 07:00:00 - 20/12/2015 08:00:00","BZN|CH","Without Sequence","39.61","",""
"20/12/2015 08:00:00 - 20/12/2015 09:00:00","BZN|CH","Without Sequence","41.59","",""
"20/12/2015 09:00:00 - 20/12/2015 10:00:00","BZN|CH","Without Sequence","44.03","",""
"20/12/2015 10:00:00 - 20/12/2015 11:00:00","BZN|CH","Without Sequence","45.93","",""
"20/12/2015 11:00:00 - 20/12/2015 12:00:00","BZN|CH","Without Sequence","44.89","",""
"20/12/2015 12:00:00 - 20/12/2015 13:00:00","BZN|CH","Without Sequence","44.93","",""
"20/12/2015 13:00:00 - 20/12/2015 14:00:00","BZN|CH","Without Sequence","43.08","",""
"20/12/2015 14:00:00 - 20/12/2015 15:00:00","BZN|CH","Without Sequence","42.36","",""
"20/12/2015 15:00:00 - 20/12/2015 16:00:00","BZN|CH","Without Sequence","48.93","",""
"20/12/2015 16:00:00 - 20/12/2015 17:00:00","BZN|CH","Without Sequence","55.08","",""
"20/12/2015 17:00:00 - 20/12/2015 18:00:00","BZN|CH","Without Sequence","63.04","",""
"20/12/2015 18:00:00 - 20/12/2015 19:00:00","BZN|CH","Without Sequence","62.70","",""
"20/12/2015 19:00:00 - 20/12/2015 20:00:00","BZN|CH","Without Sequence","62.93","",""
"20/12/2015 20:00:00 - 20/12/2015 21:00:00","BZN|CH","Without Sequence","61.86","",""
"20/12/2015 21:00:00 - 20/12/2015 22:00:00","BZN|CH","Without Sequence","56.37","",""
"20/12/2015 22:00:00 - 20/12/2015 23:00:00","BZN|CH","Without Sequence","49.94","",""
"20/12/2015 23:00:00 - 21/12/2015 00:00:00","BZN|CH","Without Sequence","44.17","",""
"21/12/2015 00:00:00 - 21/12/2015 01:00:00","BZN|CH","Without Sequence","41.38","",""
"21/12/2015 01:00:00 - 21/12/2015 02:00:00","BZN|CH","Without Sequence","38.01","",""
"21/12/2015 02:00:00 - 21/12/2015 03:00:00","BZN|CH","Without Sequence","35.41","",""
"21/12/2015 03:00:00 - 21/12/2015 04:00:00","BZN|CH","Without Sequence","35.12","",""
"21/12/2015 04:00:00 - 21/12/2015 05:00:00","BZN|CH","Without Sequence","35.15","",""
"21/12/2015 05:00:00 - 21/12/2015 06:00:00","BZN|CH","Without Sequence","43.05","",""
"21/12/2015 06:00:00 - 21/12/2015 07:00:00","BZN|CH","Without Sequence","57.07","",""
"21/12/2015 07:00:00 - 21/12/2015 08:00:00","BZN|CH","Without Sequence","62.96","",""
"21/12/2015 08:00:00 - 21/12/2015 09:00:00","BZN|CH","Without Sequence","66.95","",""
"21/12/2015 09:00:00 - 21/12/2015 10:00:00","BZN|CH","Without Sequence","67.35","",""
"21/12/2015 10:00:00 - 21/12/2015 11:00:00","BZN|CH","Without Sequence","65.93","",""
"21/12/2015 11:00:00 - 21/12/2015 12:00:00","BZN|CH","Without Sequence","65.24","",""
"21/12/2015 12:00:00 - 21/12/2015 13:00:00","BZN|CH","Without Sequence","59.60","",""
"21/12/2015 13:00:00 - 21/12/2015 14:00:00","BZN|CH","Without Sequence","60.39","",""
